"page_hostname","observed_utc","response_sha256","payload_capability","valid_btc_replacement","valid_eth_replacement","wallet_rewrite_event_proven","funds_transfer_proven","urlscan_result"
"www.betriebseinrichtung.de","2026-07-26T23:46:30Z","0674a58b224cca2ce840153d6c8d474f29f126f7af5054350ba1572c33233aa3","valid_btc_eth_replacement_dom_forms_clipboard","yes","yes","no","no","https://urlscan.io/result/019fa0d2-955d-7036-9ba8-9d2c5e8b152d/"
"www.betriebseinrichtung.de","2026-07-26T23:46:54Z","0674a58b224cca2ce840153d6c8d474f29f126f7af5054350ba1572c33233aa3","valid_btc_eth_replacement_dom_forms_clipboard","yes","yes","no","no","https://urlscan.io/result/019fa0d2-f262-747a-83b2-d4ef2ce70dda/"
"www.betriebseinrichtung.de","2026-07-26T23:52:45Z","0674a58b224cca2ce840153d6c8d474f29f126f7af5054350ba1572c33233aa3","valid_btc_eth_replacement_dom_forms_clipboard","yes","yes","no","no","https://urlscan.io/result/019fa0d8-4f23-744d-b443-68a5a8d825c5/"
"www.paris-sportif-ufc.co.com","2026-07-27T00:03:35Z","0674a58b224cca2ce840153d6c8d474f29f126f7af5054350ba1572c33233aa3","valid_btc_eth_replacement_dom_forms_clipboard","yes","yes","no","no","https://urlscan.io/result/019fa0e2-1e8e-749f-9dd1-1b2ef0faa0c1/"
"www.daznbet.it","2026-07-27T00:05:07Z","0674a58b224cca2ce840153d6c8d474f29f126f7af5054350ba1572c33233aa3","valid_btc_eth_replacement_dom_forms_clipboard","yes","yes","no","no","https://urlscan.io/result/019fa0e3-967a-75d3-997e-74a92206bf3b/"
"schimmel-dry.com","2026-07-27T00:05:43Z","0674a58b224cca2ce840153d6c8d474f29f126f7af5054350ba1572c33233aa3","valid_btc_eth_replacement_dom_forms_clipboard","yes","yes","no","no","https://urlscan.io/result/019fa0e4-23ef-70cc-bb2c-ce59e50ee68b/"
"www.dmsymphony.org","2026-07-27T00:09:35Z","0674a58b224cca2ce840153d6c8d474f29f126f7af5054350ba1572c33233aa3","valid_btc_eth_replacement_dom_forms_clipboard","yes","yes","no","no","https://urlscan.io/result/019fa0e7-9714-7113-98a2-756779cc848b/"
"www.yangi.se","2026-07-27T00:15:43Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa0ed-1bde-73f9-8797-db0b3dfdb8f7/"
"slott85.com","2026-07-27T00:25:31Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa0f6-472d-73de-8601-6bf3e856cfef/"
"lch98.com","2026-07-27T00:46:34Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa109-7b76-747c-bcd8-b5f157016e9a/"
"zbo.media","2026-07-27T01:19:36Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa127-a9f8-734b-b59a-766d886b3916/"
"www.olybet.lv","2026-07-27T02:06:47Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa152-f389-7710-b6a2-d6eb764951f0/"
"www.kilkeacastle.ie","2026-07-27T02:08:49Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa154-ce31-7544-b00d-962ba571d677/"
"www.kilkeacastle.ie","2026-07-27T02:09:17Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa155-399f-72b5-ab88-24a38a8eeab4/"
"www.kilkeacastle.ie","2026-07-27T02:09:54Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa155-d4b0-75ef-a4ce-71e1349a7347/"
"taloushallintoliitto.fi","2026-07-27T02:18:11Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa15d-73c7-76ec-8553-e6d2ed5c5b0d/"
"vegasino-9884.com","2026-07-27T02:18:39Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa15d-b17b-7268-8ab1-036ffec861bc/"
"www.byggmax.se","2026-07-27T02:23:40Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa161-fb43-75fa-b267-443899b838c9/"
"alarmwyborczy.info","2026-07-27T02:32:44Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa16a-cd8d-701c-acd9-5144d5c70acc/"
"www.kilkeacastle.ie","2026-07-27T02:34:06Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa16b-f8fc-735e-80c8-a845a5d7138c/"
"www.kilkeacastle.ie","2026-07-27T02:34:46Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa16c-62ce-775f-b0d9-90a0bf59808f/"
"www.kilkeacastle.ie","2026-07-27T02:35:19Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa16d-1a91-7438-9c9f-32bb8f09c183/"
"betxchange.com","2026-07-27T02:50:58Z","c03567cac86046a9aa1c1c4b43e0c6de7703b43cf01b3d8229978314afc6e9da","malicious_clipboard_and_c2_invalid_wallet_destinations","no","no","no","no","https://urlscan.io/result/019fa17b-1e3a-7595-b4de-c0fb0b8b0ea4/"
"midtjyllandsavis.dk","2026-07-27T03:01:30Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa185-14b1-74ad-87fa-d6db2c75988c/"
"tk71--tikitaka.com","2026-07-27T03:05:41Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa188-bec7-742e-9c27-487303ed1d64/"
"www.keysight.com","2026-07-27T03:15:43Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa191-ddc8-711f-af47-84d7646363e3/"
"www.oge.com","2026-07-27T03:18:30Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa194-8d3b-710c-9b15-17bd5f05eb64/"
"wazamba-8605.com","2026-07-27T03:24:39Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa19a-24ea-700f-881c-3b2e2a4c1cdc/"
"cadoola303905.com","2026-07-27T03:42:46Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa1aa-a0df-74bb-8eb4-4c14a3251d0f/"
"www.justinbieberzone.com","2026-07-27T04:04:36Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa1be-d5ce-7128-88e2-f9bfd470602a/"
"barutlara.com","2026-07-27T04:08:34Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa1c2-6da6-7243-903e-bec927c32396/"
"www.einforma.com","2026-07-27T04:17:55Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa1cb-07e4-7679-a237-b431eb4eb8cf/"
"www.wizzair.com","2026-07-27T04:27:27Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa1d3-b1fe-7539-933a-42dd4dff8123/"
"www.wizzair.com","2026-07-27T04:28:32Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa1d4-b006-77cd-880b-0547c20d82de/"
"www.wizzair.com","2026-07-27T04:29:06Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa1d5-3522-747c-add2-6a88fb0c348d/"
"www.penti.com","2026-07-27T04:40:08Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa1df-659f-76ba-9a03-77c11d60dbc8/"
"nominispins.com","2026-07-27T04:42:42Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa1e1-871a-731b-bb13-7783f80e85d5/"
"www.eataly.com","2026-07-27T04:42:51Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa1e1-8325-761f-941d-c82d6f32b020/"
"geniusmonkey.com","2026-07-27T04:55:57Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa1ed-e904-766f-8150-41085d616746/"
"librabet393073.com","2026-07-27T05:07:35Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa1f8-715f-7008-86e9-a7747f0e984d/"
"deodato.googlewebmaster.it","2026-07-27T05:24:52Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa208-5825-7679-9411-9e0c52fb0f11/"
"www.zuora.com","2026-07-27T05:27:53Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa20a-bc87-715b-8c2c-0341b6125a8f/"
"www.zuora.com","2026-07-27T05:28:08Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa20a-f267-7151-b86a-480e1370dd14/"
"www.marathon.store","2026-07-27T05:37:31Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa213-cb8e-76b4-894e-46ef827f286e/"
"leon7772.casino","2026-07-27T05:39:39Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa215-bddd-768e-88fe-52f2d6a8101a/"
"doverbaybungalows.com","2026-07-27T06:06:32Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa22e-74c7-728f-a4dd-00a7d471b6af/"
"mysteryboxromania.com","2026-07-27T06:20:27Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa23b-4604-73ab-a00f-edf81de34a62/"
"www.maumeebaylodge.com","2026-07-27T06:27:46Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa241-decc-7575-9a72-bbdd074df54d/"
"www.maumeebaylodge.com","2026-07-27T06:27:56Z","c03567cac86046a9aa1c1c4b43e0c6de7703b43cf01b3d8229978314afc6e9da","malicious_clipboard_and_c2_invalid_wallet_destinations","no","no","no","no","https://urlscan.io/result/019fa242-07a0-74b1-8c08-57992463ddbf/"
"www.groupon.pl","2026-07-27T06:49:55Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa256-2e02-708e-831c-16a40166ba80/"
"spinsy-8599.com","2026-07-27T07:06:37Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa265-62a9-7063-9919-def97f27ec86/"
"www.visitnsbfl.com","2026-07-27T07:08:53Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa267-31e4-71aa-a3d8-2bc1f8c1eaef/"
"www.sweeteethchocolate.com","2026-07-27T07:35:50Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa27f-f178-725f-bd90-b75be418471e/"
"kerzenonkel.de","2026-07-27T07:36:05Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa27f-f124-75b8-917e-76700ba73f05/"
"gamdom.com","2026-07-27T08:01:51Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa298-025e-729f-b0cc-00ef3013f349/"
"www.cinema-city.pl","2026-07-27T08:03:47Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa299-b4b1-76bd-90bc-f1b804928b9a/"
"apply.freedomfinancialnet.com","2026-07-27T08:17:39Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa2a6-616c-73dc-bf6d-fa904a8c235f/"
"winerzz4.com","2026-07-27T09:25:32Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa2e4-a4d4-757d-92af-713a9f431b21/"
"www.mindbank.ai","2026-07-27T09:26:01Z","a04461bbdccb15378182cdf77281ec29628f1c1386ae0fe89b62f359471fdeb6","valid_btc_eth_replacement_dom_forms_clipboard_plus_c2","yes","yes","no","no","https://urlscan.io/result/019fa2e5-24ab-743f-8612-6159350af896/"
"www.coincasino.com","2026-07-27T11:40:13Z","02ff86c7f9fe609a753ff15bda90baa3c3e0d4a2e559ec4fcf8a3de0954b7c55","valid_btc_eth_replacement_dom_forms_clipboard","yes","yes","no","no","https://urlscan.io/result/019fa35f-99cd-7307-ba43-ec7336353722/"
"togg.com.tr","2026-07-27T11:40:22Z","02ff86c7f9fe609a753ff15bda90baa3c3e0d4a2e559ec4fcf8a3de0954b7c55","valid_btc_eth_replacement_dom_forms_clipboard","yes","yes","no","no","https://urlscan.io/result/019fa360-1ef1-77cc-b48a-c5bbf4884721/"
"infoconsulting.com","2026-07-27T13:21:19Z","02ff86c7f9fe609a753ff15bda90baa3c3e0d4a2e559ec4fcf8a3de0954b7c55","valid_btc_eth_replacement_dom_forms_clipboard","yes","yes","no","no","https://urlscan.io/result/019fa3bc-82da-769b-ba69-66e5614efed5/"
"apoyodrenaje.com","2026-07-27T13:25:16Z","02ff86c7f9fe609a753ff15bda90baa3c3e0d4a2e559ec4fcf8a3de0954b7c55","valid_btc_eth_replacement_dom_forms_clipboard","yes","yes","no","no","https://urlscan.io/result/019fa3c0-295f-75bf-b792-423e9176bbd6/"
"www.ubs.com","2026-07-27T13:27:07Z","02ff86c7f9fe609a753ff15bda90baa3c3e0d4a2e559ec4fcf8a3de0954b7c55","valid_btc_eth_replacement_dom_forms_clipboard","yes","yes","no","no","https://urlscan.io/result/019fa3c1-dcfd-73f4-a7ce-4983871fc0dc/"
"www.kicks.se","2026-07-30T09:09:27Z","02ff86c7f9fe609a753ff15bda90baa3c3e0d4a2e559ec4fcf8a3de0954b7c55","valid_btc_eth_replacement_dom_forms_clipboard","yes","yes","no","no","https://urlscan.io/result/019fb249-00f3-713f-910a-bdeaa0747b66/"
